Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====


Obj funtion: (0.8090370522410715, 0.009790354780726537)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370513828046, 0.00979035385337512)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515314306, 0.00979035431865846)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515290336, 0.009790354288156484)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515942144, 0.00979035429152081)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515918546, 0.009790354342167868)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515465027, 0.009790354326184456)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370513981179, 0.009790354310061809)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370514114728, 0.009790354335489344)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370514371424, 0.009790354348465249)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370514232518, 0.009790354390934616)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515525865, 0.009790354301648915)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370514748764, 0.00979035426167282)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370514520865, 0.009790354313908683)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370514899227, 0.009790354321934194)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515018647, 0.009790354322280403)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515333628, 0.009790354320984965)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515232299, 0.009790354331124976)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515060854, 0.009790354322063863)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515115372, 0.009790354322312496)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515226267, 0.009790354325455468)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515262534, 0.00979035432241762)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515023028, 0.009790354329905968)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515415649, 0.00979035428183341)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515179166, 0.009790354330210143)   (rho_normalized calls: 945) 


Obj funtion: (0.8090370515117927, 0.009790354322680458)   (rho_normalized calls: 945) 


Obj funtion: (0.7921032419938756, 0.005751066052974374)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032424313702, 0.0057510662114871325)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032417116041, 0.005751065620405393)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032430534861, 0.005751066300615393)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032427441916, 0.005751067055108194)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032421746975, 0.005751065786712362)   (rho_normalized calls: 819) 


Obj funtion: (0.792103243139634, 0.005751066192418386)   (rho_normalized calls: 819) 


Obj funtion: (0.79210324202233, 0.0057510660240792655)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032421083883, 0.005751066076555622)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419328649, 0.005751066031809304)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419957749, 0.005751066146058692)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032420716196, 0.005751066048996667)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419188764, 0.005751066063847454)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419543493, 0.005751066112554604)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419051446, 0.005751066032275265)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419877969, 0.005751066144087047)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032421575196, 0.005751065960139634)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419974994, 0.005751065999732741)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419554339, 0.005751066059855647)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419755005, 0.00575106605832254)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419810601, 0.005751066053567566)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032420004191, 0.005751066031424501)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032420038466, 0.005751066062228971)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419857797, 0.005751066047267606)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419875002, 0.00575106605132969)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419964724, 0.005751066039706765)   (rho_normalized calls: 819) 


Obj funtion: (0.792103242003467, 0.005751066052905873)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419869387, 0.005751066061973731)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032420082265, 0.005751066034940577)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419970236, 0.005751066056933429)   (rho_normalized calls: 819) 


Obj funtion: (0.7921032419904082, 0.005751066051952414)   (rho_normalized calls: 819) 


Obj funtion: (0.7881129136281291, 0.009986167796281142)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129143503937, 0.009986171772342955)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129137103863, 0.00998616746063119)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129151359187, 0.009986168889588809)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129147079422, 0.009986172550601191)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129151489805, 0.009986167278048796)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129124895071, 0.009986167641728216)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136721934, 0.009986167604979834)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129137704529, 0.009986167951534175)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129134579645, 0.00998616755252546)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129135787676, 0.009986167995090556)   (rho_normalized calls: 693) 


Obj funtion: (0.788112913644032, 0.0099861677735128)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129135277024, 0.00998616778732131)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136361604, 0.009986167974340043)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129135572736, 0.009986167597162754)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136803351, 0.009986168436097453)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129138383371, 0.009986167666004242)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136097009, 0.009986167636742205)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129135850266, 0.009986167807978785)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136143947, 0.009986167816040115)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136157318, 0.009986167774694965)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136281018, 0.009986167717405459)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136391969, 0.00998616782631645)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136169713, 0.009986167764752918)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136268954, 0.009986167794210465)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136263162, 0.009986167711866667)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136345786, 0.009986167812908509)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136222598, 0.009986167840932425)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136353585, 0.009986167648573518)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136281194, 0.009986167798803125)   (rho_normalized calls: 693) 


Obj funtion: (0.7881129136261696, 0.009986167792193745)   (rho_normalized calls: 693) 


Obj funtion: (0.7815225047248158, 0.005082578451357178)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225053513692, 0.0050825785938724)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047985603, 0.005082578005702776)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225058110669, 0.005082578624661882)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225056357414, 0.005082579360064621)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225052785277, 0.005082578267730065)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225045077223, 0.0050825785715685745)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047590738, 0.005082578422099693)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225048340657, 0.005082578469756349)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225045990452, 0.005082578422631601)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225046875426, 0.005082578516248937)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047651094, 0.005082578453861952)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225046478308, 0.005082578459838505)   (rho_normalized calls: 945) 


Obj funtion: (0.78152250474048, 0.005082578497946688)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225046585916, 0.005082578422862305)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047564244, 0.005082578575910546)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225048821426, 0.005082578381649605)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047191152, 0.005082578406427896)   (rho_normalized calls: 945) 


Obj funtion: (0.781522504687033, 0.005082578457385356)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047109353, 0.005082578453527886)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047127916, 0.005082578448636688)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047273092, 0.005082578423428519)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047366317, 0.005082578459820852)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047146835, 0.005082578444655206)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047216033, 0.005082578451392816)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047239817, 0.005082578439702279)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047317768, 0.005082578453289077)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047181771, 0.0050825784626893356)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047283141, 0.005082578430007034)   (rho_normalized calls: 945) 


Obj funtion: (0.7815225047251612, 0.005082578454232212)   (rho_normalized calls: 945) 


Obj funtion: (0.781522504722388, 0.005082578451115816)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844709848, 0.00427349015065237)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454849858856, 0.00427349018001888)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454845136184, 0.004273489769079042)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454854387228, 0.004273490307885375)   (rho_normalized calls: 945) 


Obj funtion: (0.780745485296652, 0.004273490843825112)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454846744087, 0.004273490039239047)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844025701, 0.0042734902333980695)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454845056443, 0.0042734901329062325)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454845663415, 0.004273490167199578)   (rho_normalized calls: 945) 


Obj funtion: (0.780745484361952, 0.004273490131005642)   (rho_normalized calls: 945) 


Obj funtion: (0.780745484436805, 0.004273490199119934)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454845092432, 0.004273490154729109)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454843994139, 0.004273490157684301)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844854158, 0.004273490188310691)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844089621, 0.004273490129365509)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844868551, 0.00427349024412127)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454846057841, 0.004273490099366173)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844679035, 0.004273490115644596)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844346279, 0.004273490155794146)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844567786, 0.004273490152462811)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844597665, 0.004273490148519521)   (rho_normalized calls: 945) 


Obj funtion: (0.780745484476054, 0.004273490128905877)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844822546, 0.004273490157452375)   (rho_normalized calls: 945) 


Obj funtion: (0.780745484461763, 0.004273490145488945)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844677686, 0.004273490150939696)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844709018, 0.004273490141561864)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844779105, 0.004273490151722958)   (rho_normalized calls: 945) 


Obj funtion: (0.78074548446309, 0.004273490159310778)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844762594, 0.004273490134115043)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844710868, 0.004273490153120618)   (rho_normalized calls: 945) 


Obj funtion: (0.7807454844686255, 0.004273490150599302)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717558582, 0.004920181027086801)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550722677571, 0.004920181128022172)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717803487, 0.00492018056385557)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550727365491, 0.004920181211187646)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550726697536, 0.004920181854686789)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550715742471, 0.004920180914931294)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550718646803, 0.004920181138564073)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717888428, 0.004920181000456436)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550718495375, 0.004920181047398553)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550716410944, 0.00492018100166014)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717206972, 0.0049201810836109194)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717927639, 0.004920181033940985)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550716925738, 0.004920181035433124)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717786079, 0.004920181073485019)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550716954293, 0.004920180999416046)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717766155, 0.004920181144572711)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550718732004, 0.004920180971320076)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717529007, 0.004920180984819944)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717226358, 0.0049201810329397855)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717418563, 0.004920181029236748)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717448182, 0.004920181025087511)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717602356, 0.004920181000126256)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717673038, 0.004920181035133808)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717472417, 0.004920181021329073)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717521979, 0.00492018102721814)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717557843, 0.004920181015779401)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717626281, 0.004920181028569948)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717482541, 0.004920181037730731)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717589889, 0.004920181007020741)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717559731, 0.004920181030479864)   (rho_normalized calls: 945) 


Obj funtion: (0.7802550717533228, 0.00492018102691405)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523321069, 0.005310486804576464)   (rho_normalized calls: 945) 


Obj funtion: (0.779910952828406, 0.005310486949138604)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523299891, 0.005310486290553862)   (rho_normalized calls: 945) 


Obj funtion: (0.779910953295282, 0.005310487003036823)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109532702633, 0.005310487709891509)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109520376093, 0.005310486691414207)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109524249945, 0.005310486935750092)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523636168, 0.005310486772361456)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109524236977, 0.005310486827101668)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109522174337, 0.005310486775356504)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109522978089, 0.005310486866424213)   (rho_normalized calls: 945) 


Obj funtion: (0.779910952365634, 0.0053104868129214555)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109522708816, 0.005310486813620119)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523603976, 0.00531048685656299)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109522728352, 0.005310486773208667)   (rho_normalized calls: 945) 


Obj funtion: (0.779910952353678, 0.005310486936509262)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109524389518, 0.005310486745897625)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523274689, 0.005310486758286492)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109522997478, 0.0053104868108255765)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523181549, 0.005310486806941239)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523212805, 0.005310486802849956)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523363443, 0.005310486774504963)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523435773, 0.005310486813356996)   (rho_normalized calls: 945) 


Obj funtion: (0.779910952323672, 0.005310486798335012)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523284654, 0.0053104868045983356)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523321742, 0.005310486791892277)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523387949, 0.005310486806268666)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523245668, 0.005310486816343052)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523345167, 0.0053104867826299085)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523321862, 0.0053104868084009604)   (rho_normalized calls: 945) 


Obj funtion: (0.7799109523295654, 0.005310486804315784)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384695688, 0.007518305175289397)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290389534098, 0.007518305660069724)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384165022, 0.007518304335224935)   (rho_normalized calls: 945) 


Obj funtion: (0.778129039278479, 0.0075183054510994385)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290394864524, 0.007518306602139591)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290378553164, 0.007518305039189155)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290385349648, 0.007518305448367291)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384955634, 0.007518305101414935)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290385554556, 0.007518305211159704)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290383592565, 0.007518305118206059)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384464357, 0.007518305276561388)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384938445, 0.007518305192105501)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384150693, 0.0075183051885509)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290385167061, 0.007518305262683822)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384140042, 0.007518305116449797)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384973166, 0.007518305406005732)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290385334161, 0.007518305094056821)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384561118, 0.00751830510231255)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384402489, 0.0075183051838442205)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384561013, 0.007518305178773166)   (rho_normalized calls: 945) 


Obj funtion: (0.778129038459285, 0.007518305175079898)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384725122, 0.0075183051242074805)   (rho_normalized calls: 945) 


Obj funtion: (0.778129038481416, 0.0075183051887427466)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384614978, 0.007518305165723604)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384656894, 0.007518305174389783)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384697923, 0.007518305153834448)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384759648, 0.007518305178748519)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384628705, 0.007518305194541219)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384685893, 0.007518305141387738)   (rho_normalized calls: 945) 


Obj funtion: (0.7781290384700065, 0.007518305181750229)   (rho_normalized calls: 945) 


Obj funtion: (0.778129038466864, 0.007518305174392004)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206282968, 0.00949425578046917)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384209573146, 0.009494255693634547)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384205147498, 0.009494256022126828)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384209852203, 0.009494255605423734)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384214101179, 0.009494255823580473)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384197684969, 0.009494255253950605)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384205430487, 0.00949425755772708)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206585009, 0.009494255793119388)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384207029755, 0.009494255739930393)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384205490981, 0.009494255742349095)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206259283, 0.009494255778191135)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206376813, 0.009494255805390553)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384205817747, 0.00949425574105798)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206999458, 0.009494255764518832)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384205872551, 0.009494255795461318)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206370895, 0.009494255804624235)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206281347, 0.0094942557825144)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206109561, 0.009494255788406954)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206033122, 0.009494255755623933)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206158224, 0.009494255779843684)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206205058, 0.009494255777511328)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206344909, 0.00949425577815548)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206386522, 0.009494255781228835)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206208741, 0.0094942557845315)   (rho_normalized calls: 945) 


Obj funtion: (0.774438420625039, 0.009494255760450017)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206288727, 0.009494255778012314)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206332341, 0.009494255782163846)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206197937, 0.009494255780960621)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206311743, 0.00949425577961392)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206283015, 0.00949425578280044)   (rho_normalized calls: 945) 


Obj funtion: (0.7744384206258474, 0.009494255771800778)   (rho_normalized calls: 945) 


Obj funtion: (0.76878128511354, 0.008447618343330701)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812853715286, 0.00844761824594021)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812849665805, 0.008447618600711264)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812846439065, 0.008447618154741182)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812855799653, 0.008447618388633771)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812842494197, 0.008447618607830332)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812850745285, 0.008447617568888274)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851490369, 0.008447618353355267)   (rho_normalized calls: 945) 


Obj funtion: (0.768781285187225, 0.008447618297175354)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812850740265, 0.008447618296656606)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851678089, 0.008447618340181803)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851180811, 0.008447618336459236)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812850838903, 0.008447618361059839)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812852372524, 0.00844761833165061)   (rho_normalized calls: 945) 


Obj funtion: (0.768781285092027, 0.008447618360073576)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851215705, 0.008447618373530887)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812850293458, 0.008447618345869806)   (rho_normalized calls: 945) 


Obj funtion: (0.768781285088604, 0.00844761833785473)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812850976591, 0.008447618349270537)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851038173, 0.008447618342719416)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851087933, 0.008447618339556144)   (rho_normalized calls: 945) 


Obj funtion: (0.76878128511874, 0.008447618340535484)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851223671, 0.008447618344187661)   (rho_normalized calls: 945) 


Obj funtion: (0.768781285105616, 0.008447618343494584)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851094082, 0.008447618350059253)   (rho_normalized calls: 945) 


Obj funtion: (0.768781285113486, 0.008447618341693854)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851159866, 0.008447618345109192)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851055138, 0.00844761834374672)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851186059, 0.008447618342603241)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851142009, 0.008447618343907858)   (rho_normalized calls: 945) 


Obj funtion: (0.7687812851106309, 0.008447618345866652)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122234854, 0.009318977928236435)   (rho_normalized calls: 945) 


Obj funtion: (0.764799512363149, 0.009318977829819698)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995120944073, 0.009318978193240877)   (rho_normalized calls: 945) 


